Wavelength,Flux
3385.0,8.334134077303545e-11
3386.0,8.116528282808844e-11
3387.0,7.999053502905085e-11
3388.0,8.034099080456159e-11
3389.0,8.058920197839825e-11
3390.0,8.129353440411435e-11
3391.0,8.20226248032796e-11
3392.0,8.263632833571677e-11
3393.0,8.300982123898848e-11
3394.0,8.307748933233938e-11
3395.0,8.305866411317808e-11
3396.0,8.245396726502818e-11
3397.0,8.16741882458949e-11
3398.0,7.891386849534499e-11
3399.0,7.787173683659887e-11
3400.0,7.653178091260315e-11
3401.0,7.687860070770824e-11
3402.0,7.758171188809726e-11
3403.0,7.712850497165746e-11
3404.0,7.686035835563487e-11
3405.0,7.75913638895176e-11
3406.0,7.765339066212462e-11
3407.0,7.766671333842012e-11
3408.0,7.70092184465554e-11
3409.0,7.640708205025604e-11
3410.0,7.809877050624081e-11
3411.0,7.845381982951594e-11
3412.0,7.832830217768816e-11
3413.0,7.815927766108288e-11
3414.0,7.792155115593502e-11
3415.0,7.752318925691171e-11
3416.0,7.737448876055097e-11
3417.0,7.834723841915192e-11
3418.0,7.804845658654358e-11
3419.0,7.738134438772803e-11
3420.0,7.745509789103266e-11
3421.0,7.750281666440983e-11
3422.0,7.89494233877086e-11
3423.0,7.91621559970146e-11
3424.0,7.940129803651885e-11
3425.0,7.817550773392412e-11
3426.0,7.695449139033528e-11
3427.0,7.75723790757965e-11
3428.0,7.782582217563672e-11
3429.0,7.874007695862772e-11
3430.0,7.846662208876864e-11
3431.0,7.804695778546034e-11
3432.0,7.759212022895312e-11
3433.0,7.739003188289573e-11
3434.0,7.896520243244609e-11
3435.0,7.891166192708354e-11
3436.0,7.87411039149255e-11
3437.0,7.671855511981462e-11
3438.0,7.529072504341983e-11
3439.0,7.478311025987949e-11
3440.0,7.497354820307223e-11
3441.0,7.612968588865954e-11
3442.0,7.665376666743384e-11
3443.0,7.722212452820898e-11
3444.0,7.593936590666317e-11
3445.0,7.551359537671942e-11
3446.0,7.479317165604016e-11
3447.0,7.538623891800711e-11
3448.0,7.638088078687488e-11
3449.0,7.714646976797468e-11
3450.0,7.752119085546738e-11
3451.0,7.496625542557922e-11
3452.0,7.427235909629459e-11
3453.0,7.259077366983391e-11
3454.0,7.236476695648975e-11
3455.0,7.219071868069804e-11
3456.0,7.567877574610193e-11
3457.0,7.58154719560089e-11
3458.0,7.363620824207828e-11
3459.0,7.314247124634576e-11
3460.0,7.255991640864323e-11
3461.0,7.282700137389853e-11
3462.0,7.295187370859324e-11
3463.0,7.362837423086077e-11
3464.0,7.420775105515531e-11
3465.0,7.527219125780249e-11
3466.0,7.440869448371856e-11
3467.0,7.39445310538045e-11
3468.0,7.270603563647171e-11
3469.0,7.293237541672326e-11
3470.0,7.38328426175272e-11
3471.0,7.369060223139101e-11
3472.0,7.357134346186456e-11
3473.0,7.26774265769059e-11
3474.0,7.254591372074515e-11
3475.0,7.277067837208051e-11
3476.0,7.353879311056133e-11
3477.0,7.452582301281652e-11
3478.0,7.372668447969133e-11
3479.0,7.340524021959283e-11
3480.0,7.241696825532884e-11
3481.0,7.257541095873066e-11
3482.0,7.289522457876174e-11
3483.0,7.430369514116464e-11
3484.0,7.513391298008543e-11
3485.0,7.486618269769707e-11
3486.0,7.488889369744456e-11
3487.0,7.503959953414352e-11
3488.0,7.495708914673216e-11
3489.0,7.488180908676867e-11
3490.0,7.396446649599042e-11
3491.0,7.408541141673552e-11
3492.0,7.647145416900258e-11
3493.0,7.587346029236386e-11
3494.0,7.503570681466343e-11
3495.0,7.32235105882495e-11
3496.0,7.250705591488327e-11
3497.0,7.315648781203166e-11
3498.0,7.292404180514467e-11
3499.0,7.240739952063535e-11
3500.0,7.144293490135567e-11
3501.0,7.082150144110955e-11
3502.0,7.153970471573956e-11
3503.0,7.1493602704642e-11
3504.0,7.102255589197526e-11
3505.0,7.09471509319215e-11
3506.0,7.087228720559224e-11
3507.0,7.063670481866069e-11
3508.0,7.072883945191677e-11
3509.0,7.212502817210975e-11
3510.0,7.122045314611469e-11
3511.0,6.98379132302307e-11
3512.0,6.933112417506493e-11
3513.0,6.910699096307482e-11
3514.0,7.131364249124417e-11
3515.0,7.113111488710189e-11
3516.0,7.063408885565892e-11
3517.0,7.163902804308009e-11
3518.0,7.23460319429492e-11
3519.0,7.179896954756515e-11
3520.0,7.167778870442731e-11
3521.0,7.145395386487507e-11
3522.0,7.177996391716235e-11
3523.0,7.213214053836126e-11
3524.0,7.225302994795513e-11
3525.0,7.221762771125739e-11
3526.0,7.137686969249657e-11
3527.0,7.07113187448094e-11
3528.0,6.959974957476689e-11
3529.0,7.037088273209591e-11
3530.0,7.07466446536742e-11
3531.0,7.127456264077736e-11
3532.0,7.127032991549598e-11
3533.0,7.121450651403904e-11
3534.0,7.205323837577993e-11
3535.0,7.269658486297459e-11
3536.0,7.182788391846273e-11
3537.0,7.165587567747878e-11
3538.0,7.14745970742392e-11
3539.0,7.129510870562683e-11
